id_movie,id_production_companies,name_production_companies,revenue
23282,13913,Joseph M. Schenck Productions,0
38705,5711,Joseph M. Schenck Production,0
39451,4,Paramount Pictures,310650585
39451,33,Universal Pictures,310650585
39451,2242,Everyman Pictures,310650585
39451,7295,Relativity Media,310650585
39451,7852,Dreamworks Pictures,310650585
39451,11391,Tribeca Productions,310650585
38745,306,Twentieth Century Fox Film Corporation,237382724
38745,444,Dune Entertainment,237382724
38745,1302,Davis Entertainment,237382724
38745,6332,Dune Entertainment III,237382724
1361,688,Rankin/Bass Productions,0
102091,8411,Metro-Goldwyn-Mayer (MGM),0
112674,28205,"Samuel Goldwyn Company, The",0
10097,3565,Fern Gully Tales,0
78320,1930,IRS Media,0
51143,6181,Svensk Filmindustri (SF),0
48748,1880,Zentropa Productions,0
52208,4747,Freak Show Entertainment,0
56812,6639,Televisión Española (TVE),3218666
56812,7346,La Fabrique 2,3218666
56812,7680,Tornasol Films,3218666
56812,8676,uFilm,3218666
56812,9335,Canal+ España,3218666
56812,9971,Castafiore Films,3218666
56812,19037,Umedia,3218666
34576,73343,Kovno Communications,0
51357,13913,Joseph M. Schenck Productions,0
51358,13913,Joseph M. Schenck Productions,0
80054,6,RKO Radio Pictures,0
161512,6194,Warner Bros.,0
56448,3268,Home Box Office (HBO),0
56448,6743,Novofilm,0
56448,6744,Magyar Televízió Müvelödési Föszerkesztöség (MTV) (I),0
104394,893,Stanley Kramer Productions,0
82549,670,Walt Disney Television,0
82549,3065,American Broadcasting Company (ABC),0
82549,10227,Mandeville Films,0
54430,2159,Hal Roach Studios,0
46207,729,Why Not Productions,0
46207,856,Wild Bunch,0
46207,16804,France 3 Cinema,0
33107,694,StudioCanal,0
33107,2289,Abandon Pictures,0
33107,3898,Sandbar Pictures,0
33107,16839,Anchor Bay Entertainment,0
33107,49092,Redrum Films,0
33107,51901,Utópica Cine,0
48127,28205,"Samuel Goldwyn Company, The",0
33870,2814,Great Scott Productions Pty. Ltd.,20719451
42297,348,Bedford Falls Productions,89519773
51359,13913,Joseph M. Schenck Productions,0
37866,6431,Northern Lights,0
37866,17538,MovieMakers,0
37866,36899,Connexion Film,0
51739,10342,Studio Ghibli,145570827
51739,11200,Buena Vista Home Entertainment,145570827
51739,11846,Hakuhodo DY Media Partners,145570827
51739,20191,Mitsubishi Shoji,145570827
51739,20192,Nippon Television Network (NTV),145570827
51739,20193,Walt Disney Company,145570827
46838,2273,Eden Rock Media,5476793
32407,5201,Mark Williams Films,0
38054,868,Cinema Service,0
41515,2609,De Line Pictures,201584141
41515,2785,Warner Bros. Animation,201584141
41515,5219,Sunswept Entertainment,201584141
41515,13481,Rhythm and Hues,201584141
41515,19045,Picnic Basket,201584141
50420,2030,Participant Productions,0
50420,2253,Lawrence Bender Productions,0
21136,39804,Aoi Promotion,0
61943,9240,Hispamer Films,0
61943,14344,GIA Società Cinematografica,0
35392,6194,Warner Bros.,0
35392,11276,United States Pictures,0
20531,5070,Shôchiku Eiga,0
15302,58864,Leslie Iwerks Productions,0
31694,15925,Pfeiffer/Blocker Production,0
31694,15926,Embassy Home Entertainment,0
163659,1719,Canana Films,0
163659,8861,Instituto Mexicano de Cinematografía (IMCINE),0
163659,11785,Alcove Entertainment,0
39967,635,Les Films Alain Sarde,0
39967,5358,Canal+,0
39967,16772,Little Bear,0
39967,29658,Sofiarp,0
37533,223,Les Films du Losange,0
37533,16366,La Sept Cinéma,0
37533,25206,La Sorcière Rouge,0
23508,4243,Gullane Filmes,0
23508,4346,Olhos de cão,0
6474,1216,Dino de Laurentiis Cinematografica,0
6474,2101,C.B. Films S.A.,0
30914,96053,Ibérica Filmes,0
7210,46,WDR,0
7210,198,GFP Medienfonds,0
7210,201,Arte,0
7210,315,Filmstiftung Nordrhein-Westfalen,0
7210,451,Medienboard Berlin-Brandenburg GmbH,0
7210,736,Little Shark Entertainment GmbH,0
52696,1569,Yash Raj Films,0
16987,82128,Filmkraft Productions Pvt. Ltd,0
46138,288,BBC Films,0
46138,2395,HanWay Films,0
46138,2452,UK Film Council,0
46138,5729,Audley Films LLP,0
46138,9987,Lipsync Productions,0
46138,11752,Number 9 Films,0
46138,11963,BMS Finance,0
247112,1931,Filmové Studio Barrandov,0
46689,345,O2 Filmes,187716
46689,66625,Almega Projects,187716
54660,4,Paramount Pictures,0
49041,64451,Pee Wee Pictures,0
49041,64452,Binder Entertainment,0
23830,9,Gaumont,7644937
23830,8073,Nick Wechsler Productions,7644937
23830,23035,Star Entertainment,7644937
55584,12372,Universum Film (UFA),0
89126,7201,Norddeutscher Rundfunk (NDR),0
89126,18492,Friedrich-Wilhelm-Murnau-Stiftung,0
89126,47325,Blueprint Film,0
42243,33,Universal Pictures,0
42243,2730,Motown Productions,0
51360,12190,Buster Keaton Productions,0
51360,13913,Joseph M. Schenck Productions,0
27470,4,Paramount Pictures,0
27470,3266,Otto Preminger Films,0
15548,56447,Serpent Films Productions,0
15548,56448,Cirque du Soleil Images,0
46827,3078,HBO Pictures,0
46827,38204,Rysher / Citadel Entertainment,0
53079,8748,Authorized Pictures,28200
53079,8749,LSL Productions,28200
22007,925,Nu Image Films,0
22007,10254,Millennium Films,0
26277,1569,Yash Raj Films,0
102144,306,Twentieth Century Fox Film Corporation,0
40805,333,Original Film,227817248
40805,5752,Sony Pictures Entertainment,227817248
40805,6733,Reliance BIG Entertainment,227817248
49616,5173,Warner Bros. Home Video,0
49616,6194,Warner Bros.,0
124058,7086,Universal Pictures International,0
25770,12190,Buster Keaton Productions,0
49009,6555,Polish Film Institute,20348249
49009,6736,Imagenation Abu Dhabi FZ,20348249
49009,13920,Exclusive Films,20348249
49009,18392,Monolith Films,20348249
49009,23992,On the Road,20348249
49009,23993,Point Blank Productions,20348249
49009,66330,National Geographic Films,20348249
49009,76067,Kontsept Film Company,20348249
46528,2965,Boram Entertainment Inc.,11087569
84274,6194,Warner Bros.,0
84274,9329,The Vitaphone Corporation,0
64605,306,Twentieth Century Fox Film Corporation,0
198317,20151,The American Film Theatre,0
38742,5711,Joseph M. Schenck Production,0
42138,5120,Mosfilm,0
14070,38582,Geetha Arts,76000000
37086,306,Twentieth Century Fox Film Corporation,0
38023,1553,Selznick International Pictures,0
108869,219,The Mirisch Corporation,0
108869,13993,Meadway-Claude Productions Company,0
43781,306,Twentieth Century Fox Film Corporation,0
2325,1039,Channel One Russia,0
2325,5283,KoBura Film,0
2325,25125,Ministerstvo kultury Rossiyskoy Federatsii,0
2325,25126,Studiya dokumental'nykh fil'mov Sankt-Peterburga,0
2325,41762,Kinokompaniya Non-Stop Prodakshn,0
50618,9342,Central Partnership,0
50618,12617,Belarusfilm,0
50618,49791,TRO,0
46387,66728,Rajshri Productions,26900000
43209,6484,Lyara Films,2340363
23047,507,Atlas Entertainment,88100000
23047,7295,Relativity Media,88100000
198391,13,Universal Studios,0
45284,6516,Tokyo FM Broadcasting Co.,0
46820,6590,Obregon Cinematografica,0
46820,6591,Vela Producciones,0
46820,6592,Wanda Vision S.A.,0
162234,2511,Zero Film GmbH,0
162234,5032,Catpics Co Productions AG,0
162234,10565,Good Machine,0
42001,5878,Siriol Productions,0
63892,109,Rome Paris Films,0
63892,26726,Concordia Compagnia Cinematografica,0
40650,3077,Melville Productions,0
17605,3452,Les Films du Veyrier,0
53267,6596,UniKorea Pictures,0
53267,6597,Miracin Korea Film Company,0
122019,18010,Clasa Films Mundiales,0
78117,13246,Gendai Eigasha,0
78117,22677,Bungakuza,0
36241,7777,Slot Machine,0
36241,39339,4L,0
36241,44236,Fortuna Films Co.,0
75363,659,London Film Productions,0
75363,73658,Irving Asher Productions,0
84903,441,Columbia Pictures Corporation,0
23174,4451,Alive Productions,15500000
23174,4452,Amicus Entertainment,15500000
4798,1602,Les Productions Fox Europa,0
4798,14680,Parc Film,0
74924,441,Columbia Pictures Corporation,0
105448,6584,Gemini Films,0
105448,7529,Wanda Films,0
105448,11143,Madragoa Filmes,0
43950,5358,Canal+,0
132332,9058,Alcina,0
49849,23,Imagine Entertainment,174822325
49849,27,DreamWorks SKG,174822325
49849,33,Universal Pictures,174822325
49849,7218,platinum studios,174822325
49849,7294,Reliance Entertainment,174822325
49849,7295,Relativity Media,174822325
49849,7296,K/O Paper Products,174822325
49849,7297,Fairview Entertainment,174822325
49849,23300,K/O Camera Toys,174822325
392067,7059,Aurora Films,0
392067,75282,Kino Finland,0
392067,75283,Little Big Productions,0
8951,7704,Pupkin Production,0
8951,7705,ITC Movie,0
44000,14093,Herman Cohen Productions,0
207999,8411,Metro-Goldwyn-Mayer (MGM),0
93072,17097,Four Leaf Productions,0
15993,3485,Wildstorm Productions,0
57256,14757,Nordisk Film Production,0
29670,6339,Solar Films inc.,0
38830,3245,First National Pictures,0
37360,3245,First National Pictures,0
99372,14248,Baroda,0
99372,15922,Pennebaker-Baroda Productions,0
18562,33,Universal Pictures,0
14556,856,Wild Bunch,0
14556,2927,Fidélité Films,0
14556,3823,TF1 Films Production,0
14556,6586,TPS Star,0
14556,19491,Jerico,0
35052,3353,Element Pictures,0
35052,6538,Antena 3 Films,0
35052,10843,Future Films,0
40619,2,Walt Disney Pictures,0
40619,3,Pixar Animation Studios,0
20332,6652,Warner Music,0
23077,6194,Warner Bros.,0
90968,8411,Metro-Goldwyn-Mayer (MGM),0
94608,29364,Pax Enterprises,0
88376,4,Paramount Pictures,0
88376,3468,Hal Wallis Productions,0
43501,8411,Metro-Goldwyn-Mayer (MGM),0
92399,4,Paramount Pictures,0
28391,5488,Fox Film Corporation,0
51364,3245,First National Pictures,0
51366,3245,First National Pictures,0
44564,23,Imagine Entertainment,67112664
44564,33,Universal Pictures,67112664
44564,158,Spyglass Entertainment,67112664
44564,2796,Wild West Picture Show Productions,67112664
55061,7091,Access Motion Pictures,693181
25862,6194,Warner Bros.,0
112284,8411,Metro-Goldwyn-Mayer (MGM),2019000
10854,3608,After Dark Films,0
10854,10254,Millennium Films,0
119094,4,Paramount Pictures,0
33146,5260,Puja Entertainment (India),0
38787,3245,First National Pictures,0
43810,306,Twentieth Century Fox Film Corporation,0
42175,2370,Merchant Ivory Productions,0
18703,3583,Cardinal Pictures,0
63578,163,Revolution Films,951179
63578,3324,British Broadcasting Corporation (BBC),951179
15316,8924,RabbitBandini Productions,0
48752,3728,Mangusta Productions,0
1244,424,Babelsberg Film GmbH,0
39557,441,Columbia Pictures Corporation,0
39557,13622,Producers-Actors Corporation,0
39557,13690,Scott-Brown Productions,0
32319,2098,Nova International Films,0
32319,2277,Antiteater-X-Film,0
76229,306,Twentieth Century Fox Film Corporation,0
25664,5632,Milky Way Image Company,0
61783,7030,Tarentula,0
42722,109,Rome Paris Films,0
42722,16670,Société Nouvelle de Cinématographie (SNC),0
43936,6916,Arte France Cinéma,0
43936,8171,Institut National de l'Audiovisuel (INA),0
47909,6596,UniKorea Pictures,349899
47909,6925,Pine House film,349899
12811,2683,Rai Cinema,0
12811,4243,Gullane Filmes,0
12811,29223,Ministero per i Beni e le Attività Culturali (MiBAC),0
12811,33155,Classic,0
12811,93149,Karta Film,0
58937,181,Channel Four Films,0
58937,7281,British Film Institute (BFI),0
58937,73226,Bandung Productions,0
31903,10096,Walter Wanger Productions,0
105067,4,Paramount Pictures,0
55151,13020,Multimedia Est,20666
55151,13670,HBO Romania,20666
55151,21972,Media Programme of the European Community,20666
55151,35018,Romanian National Center for Cinematography,20666
55151,35019,BV McCann-Erickson,20666
55151,35020,Mindshare Media,20666
68757,8452,Metro Filmes,0
68757,18888,Les Films du Passage,0
39993,168,Jadran Film,0
39993,1766,Dieter Geissler Filmproduktion,0
39993,17034,Doria G. Film,0
39993,17035,Dunhill Cinematografica,0
39993,34401,Surf Film,0
39993,83303,Rewind Film,0
45202,3657,Sidus,0
45202,5748,Mirovision,0
45202,9102,CJ Venture Investment,0
45202,81593,Sidus FNH-Benex Cinema Fund 1,0
45202,81594,Michigan Venture Capital,0
45202,81595,Stareast Digital Laboratory,0
45202,81596,Hanwha Entertainment Fund No. 1,0
54160,60,United Artists,0
54160,9255,Toei Company,0
54160,64423,Tohokushinsha Film Corporation (TFC),0
22985,60,United Artists,0
22985,388,Horizon Pictures,0
51876,134,Rogue Pictures,161849455
51876,7295,Relativity Media,161849455
51876,8852,Virgin Produced,161849455
51876,8854,Many Rivers Productions,161849455
51876,8855,Boy of the Year,161849455
51876,8856,Intermedia,161849455
89704,264,Studio Babelsberg,338987
120357,441,Columbia Pictures Corporation,0
52461,1421,World of Wonder,0
52461,6068,HBO,0
471,259,Douek Productions,0
13652,104,Canal Plus,0
13652,3823,TF1 Films Production,0
13652,11205,Pulsar productions,0
27522,67110,Neptune-Film A.G.,0
8417,8219,Terra Filmkunst,0
44963,9255,Toei Company,0
74289,4749,Kadokawa Haruki Jimusho,0
22843,4145,Studio Khara,41162041
43947,5860,Anchor Bay Films,572809
43947,10399,Cinetel Films,572809
43947,21624,Family of the Year Productions,572809
60213,694,StudioCanal,0
34013,313,TS Productions,0
45807,12190,Buster Keaton Productions,0
51367,12190,Buster Keaton Productions,0
55165,2669,Filmlance International AB,0
55165,7937,Sonet Film AB,0
55165,14450,Naive AB,0
53596,726,Haut et Court,0
53596,850,Eurimages,0
53596,5358,Canal+,0
53596,6639,Televisión Española (TVE),0
53596,7341,AXN,0
53596,7345,Vaca Films,0
53596,9335,Canal+ España,0
53596,9974,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),0
53596,10031,Morena Films,0
53596,11412,Londra Films P&D,0
53596,11427,Instituto de Crédito Oficial (ICO),0
53596,12096,Mandarin Films,0
53596,12487,Alebrije Cine y Video,0
53596,54647,Natixis Coficiné,0
53596,84545,Consellería de Cultura e Turismo,0
53596,84546,También la lluvia,0
31007,769,Destination Films,42145
31007,1645,Scott Free Productions,42145
31007,8083,Film Rites,42145
31007,9118,Samuel Goldwyn Films,42145
31007,54860,Argonaut Pictures,42145
52844,4928,Allied Artists Pictures,0
52844,15957,Roy Del Ruth Productions,0
51092,1679,Lux Film,0
51092,5940,Avala Film,0
51092,12111,Vides Cinematografica,0
51092,74761,Méditerrannée Cinéma Production,0
26530,33,Universal Pictures,0
43017,1830,Ross Hunter Productions Inc.,0
43017,14554,Carrollton Inc.,0
113757,18970,Avalon Productions,0
113757,28205,"Samuel Goldwyn Company, The",0
32612,3546,Hollywood Media Bridge,0
32612,3958,Front Street Pictures,0
32612,10255,Voltage Pictures,0
38033,26087,Tiger Tail Entertainment,0
38033,26088,Deon Taylor Enterprises,0
54293,39242,Gentle Machine Productions LLC,0
117258,9223,Paramount Television,0
117258,18314,The Culzean Corporation,0
293946,32164,Funnyman Inc.,0
133119,8411,Metro-Goldwyn-Mayer (MGM),0
122884,8411,Metro-Goldwyn-Mayer (MGM),0
33039,6194,Warner Bros.,0
114083,8411,Metro-Goldwyn-Mayer (MGM),0
139851,1742,Les Films 13,0
139851,12778,Rizzoli Film,0
12536,1556,20th Century Fox Television,0
131781,8411,Metro-Goldwyn-Mayer (MGM),0
45485,4748,Oscilloscope Laboratories,0
45485,6068,HBO,0
45485,12007,Rat Entertainment,0
39695,306,Twentieth Century Fox Film Corporation,0
41630,817,Katalyst Films,147780440
41630,2364,The Montecito Picture Company,147780440
41630,8873,Handsomecharlie Films,147780440
36939,2326,Autonomous,0
50348,126,Lakeshore Entertainment,85412898
50348,737,Sidney Kimmel Entertainment,85412898
50348,1632,Lionsgate,85412898
48171,12,New Line Cinema,96047633
48171,1836,Contrafilm,96047633
48171,2735,Mid Atlantic Films,96047633
48171,17336,Hungarian National Film Office,96047633
48171,20419,Lazio Film Commission,96047633
48171,21211,Rome Film Commission,96047633
48171,21212,Italian Tax Credit,96047633
43920,309,Angoa-Agicoa,430041
43920,806,Téléfilm Canada,430041
43920,819,Mars Films,430041
43920,1784,Partizan,430041
43920,5358,Canal+,430041
43920,7641,Grana Productions,430041
43920,18367,Centre National de la Cinématographie (CNC),430041
56590,429,DC Comics,0
56590,2785,Warner Bros. Animation,0
79785,5186,The Australian Film Commission,0
79785,22042,Ace Productions,0
79785,22043,Caidin Film Co.,0
79785,22044,Farlight Investments,0
79785,22045,Western Australian Films,0
50779,14862,Washington Square Films,0
44411,1247,Eddie Saeta,0
44411,6669,Les Films de l’Après-Midi,0
44411,6670,Filmes do Tejo II,0
85550,94,ARTE France Cinéma,0
85550,18367,Centre National de la Cinématographie (CNC),0
85550,94846,Eonwonsa,0
116751,6519,Agat Films & Cie,0
116751,11332,La Sept-Arte,0
72852,6916,Arte France Cinéma,0
72852,7184,3B Productions,0
72852,11433,C.R.R.A.V. Nord Pas de Calais,0
48954,2650,Ealing Studios,0
32122,5186,The Australian Film Commission,0
32122,34341,The Film House,0
93553,12709,Firecracker Films,0
93553,75132,9/6 Cinema Factory,0
16031,8109,Zentropa,0
43046,11276,United States Pictures,0
86267,26212,Dong-a Exports Co. Ltd.,0
84207,5,Columbia Pictures,0
84207,35,Lions Gate Films,0
126104,201,Arte,0
126104,254,Pandora Filmproduktion,0
126104,7977,Rizoma Films,0
126104,8595,ZDF Productions,0
126104,13413,Hubert Bals Fund,0
126104,22625,Fonds Sud Cinéma,0
126104,30553,Artcam International,0
28023,4928,Allied Artists Pictures,0
104364,441,Columbia Pictures Corporation,0
104364,660,British Lion Film Corporation,0
104364,8263,EMI Films,0
103425,2030,Participant Productions,0
50900,223,Les Films du Losange,0
50900,591,France 3 Cinéma,0
50900,4407,Gimages 6,0
50900,5358,Canal+,0
50900,7643,France Télévision Images 2,0
50900,15316,Agora Films,0
50900,18367,Centre National de la Cinématographie (CNC),0
74074,306,Twentieth Century Fox Film Corporation,0
74074,13499,Panoramic Productions,0
35831,2908,Mars Distribution,0
120843,4,Paramount Pictures,0
39029,882,Toho Company,0
13746,3305,La Mouche du Coche Films,0
44944,35,Lions Gate Films,37000000
288183,48456,Triangle British Films,0
204040,306,Twentieth Century Fox Film Corporation,0
50217,1575,Lewis Gilbert Productions,2500000
50217,1632,Lionsgate,2500000
50217,7304,Modern VideoFilm,2500000
80988,40020,Anzervos,0
80988,71334,Minos Films,0
24868,5574,Modernciné,0
47578,4749,Kadokawa Haruki Jimusho,0
47578,9255,Toei Company,0
52970,4749,Kadokawa Haruki Jimusho,0
52970,9255,Toei Company,0
45272,2236,Maguire Entertainment,20529194
45272,3287,Screen Gems,20529194
45272,5388,Sony Pictures Home Entertainment,20529194
48138,264,Studio Babelsberg,130786397
48138,694,StudioCanal,130786397
48138,1786,Dark Castle Entertainment,130786397
48138,3823,TF1 Films Production,130786397
48138,5358,Canal+,130786397
48138,12408,Panda Productions Inc.,130786397
48138,12409,Horticus UK,130786397
48340,33,Universal Pictures,108609310
48340,5703,Wayfare Entertainment,108609310
48340,6490,Sanctum Australia,108609310
48340,7295,Relativity Media,108609310
48340,19960,Great Wight Productions/ Osford Films,108609310
48340,19961,Start Motion Pictures,108609310
52067,2361,Ad Hominem Enterprises,6861102
46441,711,Fox 2000 Pictures,0
46441,6724,Upload Films,0
45772,2885,Starz Animation,189712432
45772,9195,Touchstone Pictures,189712432
46260,2159,Hal Roach Studios,0
84295,4,Paramount Pictures,0
43825,6,RKO Radio Pictures,0
91419,8411,Metro-Goldwyn-Mayer (MGM),0
11788,5778,Channel 4 Television,0
11788,7429,HBO Films,0
11788,11842,Company Pictures,0
82792,441,Columbia Pictures Corporation,0
82792,65192,Posa Films,0
54635,8411,Metro-Goldwyn-Mayer (MGM),0
81687,306,Twentieth Century Fox Film Corporation,0
79180,12744,De Grunwald Productions,0
109887,28205,"Samuel Goldwyn Company, The",0
112705,306,Twentieth Century Fox Film Corporation,0
84296,8411,Metro-Goldwyn-Mayer (MGM),0
31324,8411,Metro-Goldwyn-Mayer (MGM),0
50204,2650,Ealing Studios,4349187
50204,2651,Fragile Films,4349187
50204,4186,Quickfire Films,4349187
50204,6901,Prescience,4349187
50204,7309,Aegis Film Fund,4349187
53045,1314,Hammer Film Productions,0
18438,868,Cinema Service,0
30432,309,Angoa-Agicoa,0
30432,310,Centre National de la Cinématographie,0
30432,311,Procirep,0
30432,591,France 3 Cinéma,0
30432,5358,Canal+,0
30432,5870,Studio Canal,0
30432,6301,CinéCinéma,0
30432,6519,Agat Films & Cie,0
30432,11244,France 3 (FR 3),0
30432,11245,Agence Nationale pour la Cohésion Sociale et l'Egalité des Chances (ACSE),0
30432,11246,Région Ile-de-France,0
30432,11247,Soficapital,0
30432,11248,Programme MEDIA de la Communauté Européenne,0
43552,2224,Plum Pictures,1068682
43552,6666,Herrick Entertainment,1068682
43552,6667,Mandalay Vision,1068682
43552,23921,Circle of Confusion,1068682
43552,23922,Forest Park Pictures,1068682
17240,3608,After Dark Films,0
39959,22375,StoneBrook Entertainment,0
56259,22051,South Street Films,0
140527,3324,British Broadcasting Corporation (BBC),0
140527,27903,Basilisk Communications,0
140527,78057,Dangerous To Know,0
140527,78058,Opal Records,0
39513,33,Universal Pictures,97552050
39513,443,Big Talk Productions,97552050
39513,7295,Relativity Media,97552050
39513,10163,Working Title Films,97552050
46789,11672,Nimbus Film Productions,0
30901,2185,National Cinematografica,0
30901,9213,Astro C.C.,0
30901,82013,Lea Cinematografica,0
15576,1524,DD Productions,0
15576,8799,Alicéléo,0
15576,15671,France 2 Cinéma,0
49844,441,Columbia Pictures Corporation,0
81217,250,Canal+Polska,0
81217,1870,Alhena Films,0
81217,5358,Canal+,0
81217,33882,Compagnie des Films,0
81217,73652,Film+ Pologne,0
81217,73653,Visa Films,0
54506,91744,Volcanic Eruptions,0
32520,5798,Shaw Brothers,0
37618,14002,Glendale,0
51971,5125,Le Pacte,0
64441,875,Films A2,0
64441,8171,Institut National de l'Audiovisuel (INA),0
14538,2921,Visualizer Film Productions,0
14538,3965,Taewon Entertainment,0
92332,44382,Decla-Film-Gesellschaft Holz & Co.,0
174958,6762,Decla-Bioscop AG,0
174958,44382,Decla-Film-Gesellschaft Holz & Co.,0
33997,5379,Desert Flower Filmproductions,14631377
33997,5380,Desert Flower,14631377
33997,5381,Backup Films,14631377
33997,5383,Torus,14631377
14525,2928,Style Jam,0
14525,3362,Geneon Entertainment,0
48118,6288,Meteor Film Productions,0
43088,15057,3rd Vision Films,0
36505,11737,Antena 3 Televisión,0
36505,26338,Atrium Productions,0
4704,306,Twentieth Century Fox Film Corporation,1500000
4704,1722,Copa del Oro,1500000
83013,21332,Eye Entertainment,0
42171,25953,The Salt Company International,0
42171,64890,Slingshot Productions,0
42171,64891,Ombadsman,0
878,618,Deutsche Filmvertriebs GmbH,0
878,619,Terra-Filmkunst GmbH,0
57424,238,Rai Cinemafiction,0
35001,6,RKO Radio Pictures,0
35001,15299,Globe Enterprises,0
47327,491,Summit Entertainment,28931401
47327,831,Saturn Films,28931401
47327,925,Nu Image Films,28931401
47327,10254,Millennium Films,28931401
47327,11370,Michael De Luca Productions,28931401
44896,4,Paramount Pictures,245724603
44896,2348,Nickelodeon Movies,245724603
44896,3281,GK Films,245724603
44896,10262,Blind Wink,245724603
44896,24955,Paramount Animation,245724603
37380,10330,Universal International Pictures (UI),0
50725,23,Imagine Entertainment,6928068
50725,134,Rogue Pictures,6928068
50725,7295,Relativity Media,6928068
50725,19855,Internationale Filmproduktion Blackbird Dritte,6928068
54186,7831,DesperaDo,0
38050,33,Universal Pictures,127869379
38050,2531,Media Rights Capital,127869379
38050,6933,Gambit Pictures,127869379
38050,11834,Electric Shepherd Productions,127869379
113885,7928,NBC Studios,0
56930,6,RKO Radio Pictures,0
43526,8411,Metro-Goldwyn-Mayer (MGM),0
31890,3712,BBC Scotland,0
31890,18939,Hat Trick Productions,0
52555,1640,O.N.C.I.C.,0
58764,17537,Anagram Produktion,0
55238,6194,Warner Bros.,0
33228,25756,Blazer Films,0
42482,8411,Metro-Goldwyn-Mayer (MGM),0
47218,7372,Paper Street Films,215576
47218,7373,Tom Sawyer Entertainment,215576
47218,7374,Back Lot Pictures,215576
34944,6194,Warner Bros.,0
59990,8955,Cinedistri,0
43256,5,Columbia Pictures,0
27582,5490,CBS Films,51070807
27582,10254,Millennium Films,51070807
27582,12252,Chartoff-Winkler Productions,51070807
27582,22035,Scared Productions,51070807
27582,22443,Nu Image Entertainment GmbH,51070807
48988,12,New Line Cinema,83160734
48988,1156,Conundrum Entertainment,83160734
49494,6326,Toledo Productions,27122040
49494,9349,Film4,27122040
49494,10146,Focus Features,27122040
49494,15357,Prime Focus,27122040
49494,20899,Twins Financing,27122040
46529,27,DreamWorks SKG,144492830
46529,6733,Reliance BIG Entertainment,144492830
46529,6734,Bay Films,144492830
46529,9195,Touchstone Pictures,144492830
49637,6328,Dickhouse Productions,0
49637,6329,MTV Studios,0
37714,259,Douek Productions,0
37714,1872,Bleiberg Entertainment,0
37714,7947,"Moving Pictures, DPI",0
51200,3965,Taewon Entertainment,20967660
51200,7036,CJ Entertainment,20967660
51200,12682,UBU Film,20967660
51200,12683,H Plus Communication,20967660
44943,5,Columbia Pictures,202466756
44943,333,Original Film,202466756
44943,7295,Relativity Media,202466756
45714,4913,Independent Artists,0
106406,441,Columbia Pictures Corporation,0
63702,1602,Les Productions Fox Europa,0
31644,441,Columbia Pictures Corporation,0
31644,55873,Worldwide,0
31644,55874,Pan,0
28874,4288,Madhouse,80768
28874,13695,Warner Bros. Japan,80768
14903,3202,Walt Disney Studios Home Entertainment,0
60290,694,StudioCanal,0
144792,5488,Fox Film Corporation,0
53230,8411,Metro-Goldwyn-Mayer (MGM),1
53230,33995,An Erich von Stroheim Production,1
9706,17337,Basara Pictures,0
57703,3033,Asmik Ace Entertainment,17636261
57703,3341,Fuji Television Network,17636261
57703,5073,WoWow,17636261
57703,6452,Dentsu,17636261
57703,6999,Kodansha,17636261
57703,10921,Sumitomo Corporation,17636261
57703,12039,Sankei Shimbun,17636261
56831,2322,The Javelina Film Company,0
56831,7429,HBO Films,0
19829,7743,Mercurybar Productions,0
19829,7744,NCS Productions,0
25186,2780,Cube Vision,9069
25186,7405,Dimension Films,9069
43339,5070,Shôchiku Eiga,0
50321,6125,Walt Disney Animation Studios,38992758
22620,4811,Warner Premiere,0
56092,8622,Charter Film Productions,0
34214,4732,Red Envelope Entertainment,0
34214,71816,Third Eye Motion Picture Company,0
34214,89394,RadicalMedia,0
34214,93897,Entendre Films,0
42819,1172,Hyde Park Films,0
53358,38016,FU2 Productions,0
40655,34,Sony Pictures,0
47533,174,Warner Bros. Pictures,0
47533,507,Atlas Entertainment,0
47533,7899,Cartoon Network Studios,0
47533,27833,Nine/8 Entertainment,0
31162,1038,Bazelevs Production,21500000
45022,25577,Safehouse Pictures,0
45022,58550,Deerjen Films,0
45022,63568,Lookbook Films,0
24885,15787,Strike Anywhere Productions,0
24885,25372,Bandry,0
43451,21,Metro-Goldwyn-Mayer,0
20722,12386,Robot Communications,0
72185,3166,Walt Disney Productions,0
99329,5779,Comptoir Français du Film Production (CFFP),0
99329,68399,Filmi Domirev,0
29865,519,11:11 Mediaworks,0
29865,1393,Tokyo Broadcasting System (TBS),0
29865,3033,Asmik Ace Entertainment,0
29865,23774,Independent Film Fund/CINV,0
29865,23775,Elephant Studio,0
29865,23777,Five Windows Productions,0
29865,23778,Trapped Ashes,0
18143,3617,Shinkai Makoto,0
13957,2842,CTR,0
13957,2843,Spinster,0
13957,2844,Prospero Pictures,0
26011,5957,Malibu Bay Films,0
47931,2427,Zazen Produções,63027681
47931,10954,Globo filmes,63027681
47931,21454,Riofilme,63027681
47931,47044,Feijão Filmes,63027681
13461,3068,Bess Movie,5151936
13461,50800,Pentagrama Films,5151936
15362,1992,La Petite Reine,0
15362,4298,Remstar Productions,0
37583,46234,Independent Television Service (ITVS),0
37583,93898,MUSE Film and Television,0
37583,93899,Fine Line Media,0
50546,5,Columbia Pictures,214918407
50546,2608,Happy Madison Productions,214918407
